CMDLINE /home/jack/anaconda3/bin/python utility.py
MEM 284.632812 1660100500.2246
MEM 284.632812 1660100500.3250
MEM 284.632812 1660100500.4254
MEM 284.632812 1660100500.5260
MEM 284.632812 1660100500.6267
MEM 284.632812 1660100500.7273
MEM 284.632812 1660100500.8276
MEM 284.632812 1660100500.9283
MEM 284.632812 1660100501.0288
MEM 284.632812 1660100501.1294
MEM 284.632812 1660100501.2300
MEM 284.632812 1660100501.3307
MEM 284.632812 1660100501.4314
MEM 284.632812 1660100501.5320
MEM 284.632812 1660100501.6327
MEM 284.632812 1660100501.7334
MEM 284.632812 1660100501.8337
MEM 284.632812 1660100501.9340
MEM 284.632812 1660100502.0346
MEM 284.632812 1660100502.1352
MEM 284.632812 1660100502.2354
MEM 284.632812 1660100502.3360
MEM 284.632812 1660100502.4367
MEM 284.632812 1660100502.5372
MEM 284.632812 1660100502.6379
MEM 284.632812 1660100502.7385
MEM 284.632812 1660100502.8391
MEM 284.632812 1660100502.9394
MEM 284.632812 1660100503.0400
MEM 284.632812 1660100503.1406
MEM 284.632812 1660100503.2412
MEM 284.632812 1660100503.3415
MEM 284.632812 1660100503.4421
MEM 284.632812 1660100503.5424
MEM 284.632812 1660100503.6429
MEM 284.632812 1660100503.7435
MEM 284.632812 1660100503.8438
MEM 284.632812 1660100503.9445
MEM 284.632812 1660100504.0448
MEM 284.632812 1660100504.1454
MEM 284.632812 1660100504.2457
MEM 284.632812 1660100504.3463
MEM 284.632812 1660100504.4467
MEM 284.632812 1660100504.5473
MEM 284.632812 1660100504.6476
MEM 284.632812 1660100504.7483
MEM 284.632812 1660100504.8489
MEM 284.632812 1660100504.9494
MEM 284.632812 1660100505.0497
MEM 284.632812 1660100505.1503
MEM 284.632812 1660100505.2510
MEM 284.632812 1660100505.3516
MEM 284.632812 1660100505.4524
MEM 284.632812 1660100505.5530
MEM 284.632812 1660100505.6536
MEM 284.632812 1660100505.7539
MEM 284.632812 1660100505.8545
MEM 284.632812 1660100505.9551
MEM 284.632812 1660100506.0557
MEM 284.632812 1660100506.1561
MEM 284.632812 1660100506.2567
MEM 284.632812 1660100506.3572
MEM 284.632812 1660100506.4578
MEM 284.632812 1660100506.5581
MEM 284.632812 1660100506.6586
MEM 284.632812 1660100506.7591
MEM 284.632812 1660100506.8596
MEM 284.632812 1660100506.9602
MEM 284.632812 1660100507.0608
MEM 284.632812 1660100507.1610
MEM 284.632812 1660100507.2614
MEM 284.632812 1660100507.3620
MEM 284.632812 1660100507.4626
MEM 284.632812 1660100507.5631
MEM 284.632812 1660100507.6636
MEM 284.632812 1660100507.7643
MEM 284.632812 1660100507.8649
MEM 284.632812 1660100507.9653
MEM 284.632812 1660100508.0659
MEM 284.632812 1660100508.1662
MEM 284.632812 1660100508.2665
MEM 284.632812 1660100508.3671
MEM 284.632812 1660100508.4677
MEM 284.632812 1660100508.5683
MEM 284.632812 1660100508.6686
MEM 284.632812 1660100508.7692
MEM 284.632812 1660100508.8698
MEM 284.632812 1660100508.9701
MEM 284.632812 1660100509.0707
MEM 284.632812 1660100509.1713
MEM 284.632812 1660100509.2718
MEM 284.632812 1660100509.3725
MEM 284.632812 1660100509.4731
MEM 284.632812 1660100509.5734
MEM 284.632812 1660100509.6737
MEM 284.632812 1660100509.7740
MEM 284.632812 1660100509.8742
MEM 284.632812 1660100509.9745
MEM 284.632812 1660100510.0747
MEM 284.632812 1660100510.1750
MEM 284.632812 1660100510.2753
MEM 284.632812 1660100510.3756
MEM 284.632812 1660100510.4762
MEM 284.632812 1660100510.5768
MEM 284.632812 1660100510.6775
MEM 284.632812 1660100510.7782
MEM 284.632812 1660100510.8785
MEM 284.632812 1660100510.9791
MEM 284.632812 1660100511.0798
MEM 284.632812 1660100511.1802
MEM 284.632812 1660100511.2804
MEM 284.632812 1660100511.3809
MEM 284.632812 1660100511.4812
MEM 284.632812 1660100511.5818
MEM 284.632812 1660100511.6824
MEM 284.632812 1660100511.7831
MEM 284.632812 1660100511.8834
MEM 284.632812 1660100511.9840
MEM 284.632812 1660100512.0846
MEM 284.632812 1660100512.1850
MEM 284.632812 1660100512.2856
MEM 284.632812 1660100512.3861
MEM 284.632812 1660100512.4865
MEM 284.632812 1660100512.5868
MEM 284.632812 1660100512.6875
MEM 284.632812 1660100512.7881
MEM 284.632812 1660100512.8884
MEM 284.632812 1660100512.9890
MEM 284.632812 1660100513.0896
MEM 284.632812 1660100513.1902
MEM 284.632812 1660100513.2905
MEM 284.632812 1660100513.3911
MEM 284.632812 1660100513.4917
MEM 284.632812 1660100513.5921
MEM 284.632812 1660100513.6923
MEM 284.632812 1660100513.7929
MEM 284.632812 1660100513.8935
MEM 284.632812 1660100513.9938
MEM 284.632812 1660100514.0944
MEM 284.632812 1660100514.1950
MEM 284.632812 1660100514.2956
MEM 284.632812 1660100514.3962
MEM 284.632812 1660100514.4968
MEM 284.632812 1660100514.5974
MEM 284.632812 1660100514.6980
MEM 284.632812 1660100514.7984
MEM 284.632812 1660100514.8990
MEM 284.632812 1660100514.9996
MEM 284.632812 1660100515.1002
MEM 284.632812 1660100515.2008
MEM 284.632812 1660100515.3015
MEM 284.632812 1660100515.4018
MEM 284.632812 1660100515.5022
MEM 284.632812 1660100515.6029
MEM 284.632812 1660100515.7036
MEM 284.632812 1660100515.8039
MEM 284.632812 1660100515.9042
MEM 284.632812 1660100516.0048
MEM 284.632812 1660100516.1053
MEM 284.632812 1660100516.2059
MEM 284.632812 1660100516.3065
MEM 284.632812 1660100516.4070
MEM 284.632812 1660100516.5073
MEM 284.632812 1660100516.6079
MEM 284.632812 1660100516.7087
MEM 284.632812 1660100516.8093
MEM 284.632812 1660100516.9097
MEM 284.632812 1660100517.0103
MEM 284.632812 1660100517.1107
MEM 284.632812 1660100517.2113
MEM 284.632812 1660100517.3119
MEM 284.632812 1660100517.4125
MEM 284.632812 1660100517.5128
MEM 284.632812 1660100517.6132
MEM 284.632812 1660100517.7137
MEM 284.632812 1660100517.8143
MEM 284.632812 1660100517.9147
MEM 284.632812 1660100518.0151
MEM 284.632812 1660100518.1157
MEM 284.632812 1660100518.2161
MEM 284.632812 1660100518.3167
MEM 284.632812 1660100518.4172
MEM 284.632812 1660100518.5178
MEM 284.632812 1660100518.6181
MEM 284.632812 1660100518.7188
MEM 284.632812 1660100518.8194
MEM 284.632812 1660100518.9199
MEM 284.632812 1660100519.0204
MEM 284.632812 1660100519.1208
MEM 284.632812 1660100519.2211
MEM 284.632812 1660100519.3217
MEM 284.632812 1660100519.4223
MEM 284.632812 1660100519.5226
MEM 284.632812 1660100519.6232
MEM 284.632812 1660100519.7235
MEM 284.632812 1660100519.8242
MEM 284.632812 1660100519.9248
MEM 284.632812 1660100520.0253
MEM 284.632812 1660100520.1257
MEM 284.632812 1660100520.2260
MEM 284.632812 1660100520.3263
MEM 284.632812 1660100520.4270
MEM 284.632812 1660100520.5276
MEM 284.632812 1660100520.6279
MEM 284.632812 1660100520.7281
MEM 284.632812 1660100520.8284
MEM 284.632812 1660100520.9287
MEM 284.632812 1660100521.0291
MEM 284.632812 1660100521.1296
MEM 284.632812 1660100521.2303
MEM 284.632812 1660100521.3310
MEM 284.632812 1660100521.4315
MEM 284.632812 1660100521.5322
MEM 284.632812 1660100521.6328
MEM 284.632812 1660100521.7334
MEM 284.632812 1660100521.8341
MEM 284.632812 1660100521.9345
MEM 284.632812 1660100522.0351
MEM 284.632812 1660100522.1357
MEM 284.632812 1660100522.2360
MEM 284.632812 1660100522.3366
MEM 284.632812 1660100522.4369
MEM 284.632812 1660100522.5375
MEM 284.632812 1660100522.6381
MEM 284.632812 1660100522.7388
MEM 284.632812 1660100522.8394
MEM 284.632812 1660100522.9397
MEM 284.632812 1660100523.0403
MEM 284.632812 1660100523.1409
MEM 284.632812 1660100523.2414
MEM 284.632812 1660100523.3417
MEM 284.632812 1660100523.4423
MEM 284.632812 1660100523.5427
MEM 284.632812 1660100523.6433
MEM 284.632812 1660100523.7439
MEM 284.632812 1660100523.8443
MEM 284.632812 1660100523.9449
MEM 284.632812 1660100524.0452
MEM 284.632812 1660100524.1458
MEM 284.632812 1660100524.2464
MEM 284.632812 1660100524.3470
MEM 284.632812 1660100524.4473
MEM 284.632812 1660100524.5479
MEM 284.632812 1660100524.6484
MEM 284.632812 1660100524.7490
MEM 284.632812 1660100524.8496
MEM 284.632812 1660100524.9502
MEM 284.632812 1660100525.0508
MEM 284.632812 1660100525.1512
MEM 284.632812 1660100525.2518
MEM 284.632812 1660100525.3521
MEM 284.632812 1660100525.4527
MEM 284.632812 1660100525.5531
MEM 284.632812 1660100525.6535
MEM 284.632812 1660100525.7541
MEM 284.632812 1660100525.8547
MEM 284.632812 1660100525.9552
MEM 284.632812 1660100526.0558
MEM 284.632812 1660100526.1561
MEM 284.632812 1660100526.2566
MEM 284.632812 1660100526.3572
MEM 284.632812 1660100526.4577
MEM 284.632812 1660100526.5584
MEM 284.632812 1660100526.6588
MEM 284.632812 1660100526.7592
MEM 284.632812 1660100526.8598
MEM 284.632812 1660100526.9602
MEM 284.632812 1660100527.0607
MEM 284.632812 1660100527.1613
MEM 284.632812 1660100527.2617
MEM 284.632812 1660100527.3623
MEM 284.632812 1660100527.4629
MEM 284.632812 1660100527.5634
MEM 284.632812 1660100527.6637
MEM 284.632812 1660100527.7641
MEM 284.632812 1660100527.8647
MEM 284.632812 1660100527.9652
MEM 284.632812 1660100528.0658
MEM 284.632812 1660100528.1665
MEM 284.632812 1660100528.2668
MEM 284.632812 1660100528.3672
MEM 284.632812 1660100528.4677
MEM 284.632812 1660100528.5681
MEM 284.632812 1660100528.6686
MEM 284.632812 1660100528.7689
MEM 284.632812 1660100528.8692
MEM 284.632812 1660100528.9697
MEM 284.632812 1660100529.0703
MEM 284.632812 1660100529.1709
MEM 284.632812 1660100529.2714
MEM 284.632812 1660100529.3717
MEM 284.632812 1660100529.4724
MEM 284.632812 1660100529.5729
MEM 284.632812 1660100529.6734
MEM 284.632812 1660100529.7741
MEM 284.632812 1660100529.8744
MEM 284.632812 1660100529.9748
MEM 284.632812 1660100530.0751
MEM 284.632812 1660100530.1756
MEM 284.632812 1660100530.2762
MEM 284.632812 1660100530.3766
MEM 284.632812 1660100530.4770
MEM 284.632812 1660100530.5776
MEM 284.632812 1660100530.6782
MEM 284.632812 1660100530.7789
MEM 284.632812 1660100530.8795
MEM 284.632812 1660100530.9798
MEM 284.632812 1660100531.0804
MEM 284.632812 1660100531.1810
MEM 284.632812 1660100531.2815
MEM 284.632812 1660100531.3821
MEM 284.632812 1660100531.4824
MEM 284.632812 1660100531.5829
MEM 284.632812 1660100531.6833
MEM 284.632812 1660100531.7839
MEM 284.632812 1660100531.8845
MEM 284.632812 1660100531.9851
MEM 284.632812 1660100532.0855
MEM 284.632812 1660100532.1861
MEM 284.632812 1660100532.2866
MEM 284.632812 1660100532.3872
MEM 284.632812 1660100532.4878
MEM 284.632812 1660100532.5881
MEM 284.632812 1660100532.6886
MEM 284.632812 1660100532.7893
MEM 284.632812 1660100532.8899
MEM 284.632812 1660100532.9905
MEM 284.632812 1660100533.0908
MEM 284.632812 1660100533.1911
MEM 284.632812 1660100533.2916
MEM 284.632812 1660100533.3922
MEM 284.632812 1660100533.4928
MEM 284.632812 1660100533.5934
MEM 284.632812 1660100533.6938
MEM 284.632812 1660100533.7944
MEM 284.632812 1660100533.8950
MEM 284.632812 1660100533.9956
MEM 284.632812 1660100534.0961
MEM 284.632812 1660100534.1965
MEM 284.632812 1660100534.2971
MEM 284.632812 1660100534.3977
MEM 284.632812 1660100534.4983
MEM 284.632812 1660100534.5988
MEM 284.632812 1660100534.6992
MEM 284.632812 1660100534.7996
MEM 284.632812 1660100534.9002
MEM 284.632812 1660100535.0008
MEM 284.632812 1660100535.1014
MEM 284.632812 1660100535.2017
MEM 284.632812 1660100535.3020
MEM 284.632812 1660100535.4026
MEM 284.632812 1660100535.5031
MEM 284.632812 1660100535.6037
MEM 284.632812 1660100535.7044
MEM 284.632812 1660100535.8047
MEM 284.632812 1660100535.9053
MEM 284.632812 1660100536.0059
MEM 284.632812 1660100536.1065
MEM 284.632812 1660100536.2071
MEM 284.632812 1660100536.3074
MEM 284.632812 1660100536.4078
MEM 284.632812 1660100536.5084
MEM 284.632812 1660100536.6089
MEM 284.632812 1660100536.7094
MEM 284.632812 1660100536.8100
MEM 284.632812 1660100536.9104
MEM 284.632812 1660100537.0109
MEM 284.632812 1660100537.1113
MEM 284.632812 1660100537.2118
MEM 284.632812 1660100537.3124
MEM 284.632812 1660100537.4128
MEM 284.632812 1660100537.5133
MEM 284.632812 1660100537.6139
MEM 284.632812 1660100537.7145
MEM 284.632812 1660100537.8152
MEM 284.632812 1660100537.9156
MEM 284.632812 1660100538.0162
MEM 284.632812 1660100538.1168
MEM 284.632812 1660100538.2173
MEM 284.632812 1660100538.3179
MEM 284.632812 1660100538.4184
MEM 284.632812 1660100538.5188
MEM 284.632812 1660100538.6194
MEM 284.632812 1660100538.7201
MEM 284.632812 1660100538.8207
MEM 284.632812 1660100538.9213
MEM 284.632812 1660100539.0217
MEM 284.632812 1660100539.1223
MEM 284.632812 1660100539.2228
MEM 284.632812 1660100539.3234
MEM 284.632812 1660100539.4237
MEM 284.632812 1660100539.5243
MEM 284.632812 1660100539.6246
MEM 284.632812 1660100539.7252
MEM 284.632812 1660100539.8258
MEM 284.632812 1660100539.9264
MEM 284.632812 1660100540.0268
MEM 284.632812 1660100540.1272
MEM 284.632812 1660100540.2277
MEM 284.632812 1660100540.3283
MEM 284.632812 1660100540.4289
MEM 284.632812 1660100540.5292
MEM 284.632812 1660100540.6299
MEM 284.632812 1660100540.7302
MEM 284.632812 1660100540.8308
MEM 284.632812 1660100540.9314
MEM 284.632812 1660100541.0318
MEM 284.632812 1660100541.1321
MEM 284.632812 1660100541.2327
MEM 284.632812 1660100541.3332
MEM 284.632812 1660100541.4338
MEM 284.632812 1660100541.5344
MEM 284.632812 1660100541.6349
MEM 284.632812 1660100541.7356
MEM 284.632812 1660100541.8360
MEM 284.632812 1660100541.9366
MEM 284.632812 1660100542.0371
MEM 284.632812 1660100542.1377
MEM 284.632812 1660100542.2381
MEM 284.632812 1660100542.3386
MEM 284.632812 1660100542.4392
MEM 284.632812 1660100542.5396
MEM 284.632812 1660100542.6403
MEM 284.632812 1660100542.7409
MEM 284.632812 1660100542.8415
MEM 284.632812 1660100542.9420
MEM 284.632812 1660100543.0425
MEM 284.632812 1660100543.1431
MEM 284.632812 1660100543.2434
MEM 284.632812 1660100543.3440
MEM 284.632812 1660100543.4446
MEM 284.632812 1660100543.5454
MEM 284.632812 1660100543.6458
MEM 284.632812 1660100543.7462
MEM 284.632812 1660100543.8468
MEM 284.632812 1660100543.9473
MEM 284.632812 1660100544.0477
MEM 284.632812 1660100544.1482
MEM 284.632812 1660100544.2487
MEM 284.632812 1660100544.3490
MEM 284.632812 1660100544.4496
MEM 284.632812 1660100544.5502
MEM 284.632812 1660100544.6508
MEM 284.632812 1660100544.7512
MEM 284.632812 1660100544.8518
MEM 284.632812 1660100544.9524
MEM 284.632812 1660100545.0527
MEM 284.632812 1660100545.1531
MEM 284.632812 1660100545.2536
MEM 284.632812 1660100545.3540
MEM 284.632812 1660100545.4544
MEM 284.632812 1660100545.5550
MEM 284.632812 1660100545.6553
MEM 284.632812 1660100545.7560
MEM 284.632812 1660100545.8565
MEM 284.632812 1660100545.9571
MEM 284.632812 1660100546.0577
MEM 284.632812 1660100546.1580
MEM 284.632812 1660100546.2586
MEM 284.632812 1660100546.3592
MEM 284.632812 1660100546.4595
MEM 284.632812 1660100546.5601
MEM 284.632812 1660100546.6606
MEM 284.632812 1660100546.7613
MEM 284.632812 1660100546.8619
MEM 284.632812 1660100546.9623
MEM 284.632812 1660100547.0629
MEM 284.632812 1660100547.1635
MEM 284.632812 1660100547.2642
MEM 284.632812 1660100547.3649
MEM 284.632812 1660100547.4655
MEM 284.632812 1660100547.5658
MEM 284.632812 1660100547.6664
MEM 284.632812 1660100547.7670
MEM 284.632812 1660100547.8677
MEM 284.632812 1660100547.9680
MEM 284.632812 1660100548.0687
MEM 284.632812 1660100548.1692
MEM 284.632812 1660100548.2696
MEM 284.632812 1660100548.3700
MEM 284.632812 1660100548.4706
MEM 284.632812 1660100548.5712
MEM 284.632812 1660100548.6716
MEM 284.632812 1660100548.7720
MEM 284.632812 1660100548.8724
MEM 284.632812 1660100548.9730
MEM 284.632812 1660100549.0734
MEM 284.632812 1660100549.1740
MEM 284.632812 1660100549.2745
MEM 284.632812 1660100549.3748
MEM 284.632812 1660100549.4754
MEM 284.632812 1660100549.5760
MEM 284.632812 1660100549.6765
MEM 284.632812 1660100549.7769
MEM 284.632812 1660100549.8775
MEM 284.632812 1660100549.9781
MEM 284.632812 1660100550.0784
MEM 284.632812 1660100550.1788
MEM 284.632812 1660100550.2794
MEM 284.632812 1660100550.3797
MEM 284.632812 1660100550.4801
MEM 284.632812 1660100550.5807
MEM 284.632812 1660100550.6812
MEM 284.632812 1660100550.7816
MEM 284.632812 1660100550.8821
MEM 284.632812 1660100550.9827
MEM 284.632812 1660100551.0832
MEM 284.632812 1660100551.1837
MEM 284.632812 1660100551.2843
MEM 284.632812 1660100551.3849
MEM 284.632812 1660100551.4852
MEM 284.632812 1660100551.5857
MEM 284.632812 1660100551.6863
MEM 284.632812 1660100551.7869
MEM 284.632812 1660100551.8873
MEM 284.632812 1660100551.9876
MEM 284.632812 1660100552.0882
MEM 284.632812 1660100552.1885
MEM 284.632812 1660100552.2891
MEM 284.632812 1660100552.3897
MEM 284.632812 1660100552.4903
MEM 284.632812 1660100552.5906
MEM 284.632812 1660100552.6912
MEM 284.632812 1660100552.7918
MEM 284.632812 1660100552.8925
MEM 284.632812 1660100552.9929
MEM 284.632812 1660100553.0935
MEM 284.632812 1660100553.1941
MEM 284.632812 1660100553.2944
MEM 284.632812 1660100553.3947
MEM 284.632812 1660100553.4951
MEM 284.632812 1660100553.5954
MEM 284.632812 1660100553.6958
MEM 284.632812 1660100553.7963
MEM 284.632812 1660100553.8970
MEM 284.632812 1660100553.9975
MEM 284.632812 1660100554.0979
MEM 284.632812 1660100554.1985
MEM 284.632812 1660100554.2989
MEM 284.632812 1660100554.3995
MEM 284.632812 1660100554.4998
MEM 284.632812 1660100554.6005
MEM 284.632812 1660100554.7010
MEM 284.632812 1660100554.8014
MEM 284.632812 1660100554.9020
MEM 284.632812 1660100555.0023
MEM 284.632812 1660100555.1026
MEM 284.632812 1660100555.2032
MEM 284.632812 1660100555.3038
MEM 284.632812 1660100555.4043
MEM 284.632812 1660100555.5049
MEM 284.632812 1660100555.6056
MEM 284.632812 1660100555.7061
MEM 284.632812 1660100555.8067
MEM 284.632812 1660100555.9071
MEM 284.632812 1660100556.0077
MEM 284.632812 1660100556.1083
MEM 284.632812 1660100556.2086
MEM 284.632812 1660100556.3092
MEM 284.632812 1660100556.4098
MEM 284.632812 1660100556.5103
MEM 284.632812 1660100556.6107
MEM 284.632812 1660100556.7113
MEM 284.632812 1660100556.8119
MEM 284.632812 1660100556.9126
MEM 284.632812 1660100557.0130
MEM 284.632812 1660100557.1135
MEM 284.632812 1660100557.2141
MEM 284.632812 1660100557.3146
MEM 284.632812 1660100557.4152
MEM 284.632812 1660100557.5158
MEM 284.632812 1660100557.6165
MEM 284.632812 1660100557.7171
MEM 284.632812 1660100557.8178
MEM 284.632812 1660100557.9184
MEM 284.632812 1660100558.0187
MEM 284.632812 1660100558.1190
MEM 284.632812 1660100558.2196
MEM 284.632812 1660100558.3203
MEM 284.632812 1660100558.4209
MEM 284.632812 1660100558.5216
MEM 284.632812 1660100558.6221
MEM 284.632812 1660100558.7227
MEM 284.632812 1660100558.8234
MEM 284.632812 1660100558.9242
MEM 284.632812 1660100559.0248
MEM 284.632812 1660100559.1255
MEM 284.632812 1660100559.2261
MEM 284.632812 1660100559.3267
MEM 284.632812 1660100559.4271
MEM 284.632812 1660100559.5275
MEM 284.632812 1660100559.6278
MEM 284.632812 1660100559.7284
MEM 284.632812 1660100559.8290
MEM 284.632812 1660100559.9297
MEM 284.632812 1660100560.0303
MEM 284.632812 1660100560.1306
MEM 284.632812 1660100560.2309
MEM 284.632812 1660100560.3315
MEM 284.632812 1660100560.4321
MEM 284.632812 1660100560.5324
MEM 284.632812 1660100560.6327
MEM 284.632812 1660100560.7331
MEM 284.632812 1660100560.8338
MEM 284.632812 1660100560.9345
MEM 284.632812 1660100561.0352
MEM 284.632812 1660100561.1357
MEM 284.632812 1660100561.2361
MEM 284.632812 1660100561.3367
MEM 284.632812 1660100561.4372
MEM 284.632812 1660100561.5378
MEM 284.632812 1660100561.6382
MEM 284.632812 1660100561.7386
MEM 284.632812 1660100561.8389
MEM 284.632812 1660100561.9395
MEM 284.632812 1660100562.0401
MEM 284.632812 1660100562.1406
MEM 284.632812 1660100562.2412
MEM 284.632812 1660100562.3416
MEM 284.632812 1660100562.4422
MEM 284.632812 1660100562.5428
MEM 284.632812 1660100562.6431
MEM 284.632812 1660100562.7434
MEM 284.632812 1660100562.8437
MEM 284.632812 1660100562.9443
MEM 284.632812 1660100563.0449
MEM 284.632812 1660100563.1455
MEM 284.632812 1660100563.2461
MEM 284.632812 1660100563.3464
MEM 284.632812 1660100563.4469
MEM 284.632812 1660100563.5475
MEM 284.632812 1660100563.6481
MEM 284.632812 1660100563.7483
MEM 284.632812 1660100563.8486
MEM 284.632812 1660100563.9492
MEM 284.632812 1660100564.0501
MEM 284.632812 1660100564.1507
MEM 284.632812 1660100564.2510
MEM 284.632812 1660100564.3514
