CMDLINE /home/jack/anaconda3/bin/python main.py
MEM 0.660156 1660112421.1420
MEM 21.378906 1660112421.2423
MEM 30.437500 1660112421.3426
MEM 40.269531 1660112421.4429
MEM 91.500000 1660112421.5432
MEM 134.496094 1660112421.6434
MEM 153.839844 1660112421.7437
MEM 168.695312 1660112421.8440
MEM 175.480469 1660112421.9443
MEM 183.964844 1660112422.0446
MEM 192.351562 1660112422.1450
MEM 208.898438 1660112422.2452
MEM 211.273438 1660112422.3455
MEM 219.007812 1660112422.4458
MEM 220.937500 1660112422.5461
MEM 222.480469 1660112422.6464
MEM 228.210938 1660112422.7467
MEM 232.335938 1660112422.8470
MEM 239.359375 1660112422.9473
MEM 243.140625 1660112423.0477
MEM 250.390625 1660112423.1482
MEM 250.390625 1660112423.2485
MEM 250.390625 1660112423.3487
MEM 250.390625 1660112423.4490
MEM 250.390625 1660112423.5494
MEM 250.390625 1660112423.6497
MEM 250.390625 1660112423.7500
MEM 250.390625 1660112423.8502
MEM 250.390625 1660112423.9506
MEM 250.390625 1660112424.0508
MEM 250.390625 1660112424.1511
MEM 250.390625 1660112424.2514
MEM 250.390625 1660112424.3517
MEM 250.390625 1660112424.4520
MEM 250.390625 1660112424.5523
MEM 250.390625 1660112424.6525
MEM 250.390625 1660112424.7528
MEM 250.390625 1660112424.8531
MEM 250.390625 1660112424.9534
MEM 250.390625 1660112425.0537
MEM 250.390625 1660112425.1540
MEM 250.390625 1660112425.2544
MEM 253.863281 1660112425.3547
MEM 256.218750 1660112425.4550
MEM 256.218750 1660112425.5554
MEM 285.300781 1660112425.6557
MEM 295.679688 1660112425.7559
MEM 294.164062 1660112425.8562
MEM 294.175781 1660112425.9566
MEM 294.175781 1660112426.0569
MEM 295.152344 1660112426.1572
MEM 296.828125 1660112426.2579
MEM 296.835938 1660112426.3583
MEM 296.835938 1660112426.4587
MEM 294.425781 1660112426.5590
MEM 295.734375 1660112426.6593
MEM 295.742188 1660112426.7596
MEM 295.742188 1660112426.8600
MEM 297.804688 1660112426.9603
MEM 298.828125 1660112427.0606
MEM 298.980469 1660112427.1609
MEM 298.984375 1660112427.2614
MEM 296.238281 1660112427.3617
MEM 295.695312 1660112427.4620
MEM 295.886719 1660112427.5622
MEM 295.894531 1660112427.6626
MEM 296.246094 1660112427.7629
MEM 295.125000 1660112427.8633
MEM 295.359375 1660112427.9636
MEM 295.359375 1660112428.0639
MEM 295.679688 1660112428.1642
MEM 297.433594 1660112428.2646
MEM 292.296875 1660112428.3648
MEM 292.304688 1660112428.4653
MEM 296.203125 1660112428.5656
MEM 296.375000 1660112428.6659
MEM 296.367188 1660112428.7728
MEM 296.367188 1660112428.8732
MEM 296.320312 1660112428.9735
MEM 295.996094 1660112429.0738
MEM 295.968750 1660112429.1741
MEM 295.968750 1660112429.2744
MEM 296.605469 1660112429.3747
MEM 300.156250 1660112429.4750
MEM 297.476562 1660112429.5752
MEM 297.484375 1660112429.6756
MEM 297.671875 1660112429.7759
MEM 299.144531 1660112429.8764
MEM 299.128906 1660112429.9767
MEM 299.136719 1660112430.0770
MEM 299.621094 1660112430.1773
MEM 299.710938 1660112430.2776
MEM 299.671875 1660112430.3779
MEM 299.664062 1660112430.4782
MEM 299.664062 1660112430.5785
MEM 299.511719 1660112430.6788
MEM 299.386719 1660112430.7791
MEM 299.382812 1660112430.8794
MEM 299.382812 1660112430.9798
MEM 297.320312 1660112431.0801
MEM 298.621094 1660112431.1803
MEM 294.757812 1660112431.2806
MEM 294.761719 1660112431.3813
MEM 295.203125 1660112431.4816
MEM 295.695312 1660112431.5819
MEM 296.699219 1660112431.6822
MEM 296.710938 1660112431.7825
MEM 296.710938 1660112431.8829
MEM 294.859375 1660112431.9831
MEM 296.636719 1660112432.0834
MEM 296.648438 1660112432.1838
MEM 296.648438 1660112432.2841
MEM 296.367188 1660112432.3844
MEM 297.582031 1660112432.4846
MEM 297.605469 1660112432.5849
MEM 297.613281 1660112432.6853
MEM 298.000000 1660112432.7856
MEM 298.000000 1660112432.8858
MEM 298.000000 1660112432.9861
MEM 298.000000 1660112433.0865
MEM 298.003906 1660112433.1868
MEM 297.871094 1660112433.2871
MEM 297.863281 1660112433.3874
MEM 297.863281 1660112433.4877
MEM 298.433594 1660112433.5880
MEM 296.085938 1660112433.6884
MEM 295.167969 1660112433.7886
MEM 295.175781 1660112433.8891
MEM 295.242188 1660112433.9894
MEM 296.519531 1660112434.0896
MEM 295.089844 1660112434.1923
MEM 295.097656 1660112434.2927
MEM 295.230469 1660112434.3930
MEM 294.804688 1660112434.4933
MEM 294.792969 1660112434.5936
MEM 294.800781 1660112434.6939
MEM 295.160156 1660112434.7942
MEM 298.480469 1660112434.8945
MEM 298.769531 1660112434.9948
MEM 298.773438 1660112435.0952
MEM 298.781250 1660112435.1954
MEM 298.593750 1660112435.2958
MEM 295.507812 1660112435.3960
MEM 295.519531 1660112435.4964
MEM 295.710938 1660112435.5967
MEM 298.238281 1660112435.6971
MEM 298.640625 1660112435.7974
MEM 298.648438 1660112435.8978
MEM 298.785156 1660112435.9981
MEM 297.125000 1660112436.0984
MEM 297.125000 1660112436.1987
MEM 297.125000 1660112436.2991
MEM 297.199219 1660112436.3995
MEM 297.906250 1660112436.4998
MEM 297.925781 1660112436.6001
MEM 297.925781 1660112436.7004
MEM 295.914062 1660112436.8006
MEM 295.691406 1660112436.9009
MEM 295.691406 1660112437.0012
MEM 295.691406 1660112437.1015
MEM 297.292969 1660112437.2018
MEM 296.570312 1660112437.3021
MEM 296.566406 1660112437.4057
MEM 296.574219 1660112437.5061
