CMDLINE /home/jack/anaconda3/bin/python main.py
MEM 0.660156 1660111303.2606
MEM 19.847656 1660111303.3609
MEM 31.500000 1660111303.4612
MEM 47.988281 1660111303.5614
MEM 94.890625 1660111303.6617
MEM 145.046875 1660111303.7620
MEM 163.351562 1660111303.8623
MEM 173.757812 1660111303.9626
MEM 187.179688 1660111304.0629
MEM 200.156250 1660111304.1631
MEM 210.746094 1660111304.2634
MEM 218.996094 1660111304.3637
MEM 219.812500 1660111304.4641
MEM 222.210938 1660111304.5643
MEM 223.242188 1660111304.6646
MEM 232.003906 1660111304.7649
MEM 232.777344 1660111304.8657
MEM 241.687500 1660111304.9661
MEM 249.511719 1660111305.0663
MEM 250.730469 1660111305.1666
MEM 250.730469 1660111305.2669
MEM 250.730469 1660111305.3672
MEM 250.730469 1660111305.4675
MEM 250.730469 1660111305.5678
MEM 250.730469 1660111305.6681
MEM 250.730469 1660111305.7683
MEM 250.730469 1660111305.8686
MEM 250.730469 1660111305.9689
MEM 250.730469 1660111306.0692
MEM 250.730469 1660111306.1694
MEM 250.730469 1660111306.2697
MEM 250.730469 1660111306.3699
MEM 250.730469 1660111306.4703
MEM 250.730469 1660111306.5705
MEM 250.730469 1660111306.6708
MEM 250.730469 1660111306.7712
MEM 250.730469 1660111306.8714
MEM 250.730469 1660111306.9717
MEM 250.730469 1660111307.0721
MEM 250.730469 1660111307.1724
MEM 250.730469 1660111307.2727
MEM 254.183594 1660111307.3730
MEM 254.539062 1660111307.4734
MEM 254.539062 1660111307.5738
MEM 254.539062 1660111307.6740
MEM 254.539062 1660111307.7746
MEM 254.539062 1660111307.8751
MEM 254.539062 1660111307.9758
MEM 254.539062 1660111308.0764
MEM 254.539062 1660111308.1768
MEM 254.539062 1660111308.2774
MEM 254.539062 1660111308.3782
MEM 254.539062 1660111308.4789
MEM 254.539062 1660111308.5792
MEM 254.539062 1660111308.6796
MEM 254.539062 1660111308.7799
MEM 254.539062 1660111308.8803
MEM 254.539062 1660111308.9810
MEM 254.539062 1660111309.0816
MEM 254.539062 1660111309.1820
MEM 254.539062 1660111309.2824
MEM 254.539062 1660111309.3829
MEM 254.539062 1660111309.4835
MEM 254.539062 1660111309.5838
MEM 254.539062 1660111309.6841
MEM 254.539062 1660111309.7843
MEM 254.539062 1660111309.8846
MEM 254.539062 1660111309.9849
MEM 254.539062 1660111310.0852
MEM 254.539062 1660111310.1854
MEM 254.539062 1660111310.2857
MEM 254.539062 1660111310.3860
MEM 254.539062 1660111310.4864
MEM 254.539062 1660111310.5870
MEM 254.539062 1660111310.6874
MEM 254.539062 1660111310.7880
MEM 254.539062 1660111310.8883
MEM 254.539062 1660111310.9889
MEM 254.539062 1660111311.0894
MEM 254.539062 1660111311.1900
MEM 254.539062 1660111311.2908
MEM 254.539062 1660111311.3912
MEM 254.539062 1660111311.4916
MEM 254.539062 1660111311.5919
MEM 254.539062 1660111311.6923
MEM 254.539062 1660111311.7926
MEM 254.539062 1660111311.8929
MEM 254.539062 1660111311.9933
MEM 254.539062 1660111312.0936
MEM 254.539062 1660111312.1939
