CMDLINE /home/jack/anaconda3/bin/python main.py
MEM 1.527344 1660111317.8866
MEM 22.644531 1660111317.9869
MEM 35.164062 1660111318.0871
MEM 70.695312 1660111318.1875
MEM 99.832031 1660111318.2877
MEM 145.718750 1660111318.3880
MEM 165.734375 1660111318.4883
MEM 177.335938 1660111318.5886
MEM 189.191406 1660111318.6888
MEM 207.179688 1660111318.7891
MEM 211.214844 1660111318.8894
MEM 218.691406 1660111318.9897
MEM 220.625000 1660111319.0900
MEM 222.167969 1660111319.1902
MEM 223.199219 1660111319.2905
MEM 232.226562 1660111319.3908
MEM 236.191406 1660111319.4911
MEM 246.152344 1660111319.5913
MEM 250.175781 1660111319.6916
MEM 250.175781 1660111319.7919
MEM 250.175781 1660111319.8922
MEM 250.175781 1660111319.9924
MEM 250.175781 1660111320.0930
MEM 250.175781 1660111320.1933
MEM 250.175781 1660111320.2935
MEM 250.175781 1660111320.3938
MEM 250.175781 1660111320.4941
MEM 250.175781 1660111320.5944
MEM 250.175781 1660111320.6946
MEM 250.175781 1660111320.7949
MEM 250.175781 1660111320.8952
MEM 250.175781 1660111320.9955
MEM 250.175781 1660111321.0957
MEM 250.175781 1660111321.1961
MEM 250.175781 1660111321.2964
MEM 250.175781 1660111321.3966
MEM 250.175781 1660111321.4969
MEM 250.175781 1660111321.5972
MEM 250.175781 1660111321.6975
MEM 253.367188 1660111321.7980
MEM 256.023438 1660111321.8983
MEM 256.417969 1660111321.9988
MEM 256.417969 1660111322.0994
MEM 277.355469 1660111322.1997
MEM 291.214844 1660111322.3001
MEM 297.136719 1660111322.4003
MEM 297.156250 1660111322.5007
MEM 297.156250 1660111322.6010
MEM 299.890625 1660111322.7013
MEM 300.328125 1660111322.8016
MEM 298.214844 1660111322.9019
MEM 298.226562 1660111323.0028
MEM 298.226562 1660111323.1032
MEM 296.523438 1660111323.2036
MEM 297.417969 1660111323.3039
MEM 299.460938 1660111323.4041
MEM 299.472656 1660111323.5044
MEM 299.472656 1660111323.6049
MEM 299.753906 1660111323.7053
MEM 300.757812 1660111323.8056
MEM 300.750000 1660111323.9058
MEM 300.761719 1660111324.0062
MEM 300.761719 1660111324.1066
MEM 302.722656 1660111324.2069
MEM 300.035156 1660111324.3072
MEM 297.503906 1660111324.4075
MEM 297.503906 1660111324.5079
MEM 299.320312 1660111324.6082
MEM 301.523438 1660111324.7085
MEM 301.519531 1660111324.8088
MEM 301.523438 1660111324.9093
MEM 301.742188 1660111325.0096
MEM 300.898438 1660111325.1099
MEM 297.539062 1660111325.2102
MEM 297.511719 1660111325.3105
MEM 297.511719 1660111325.4109
MEM 300.800781 1660111325.5112
MEM 298.863281 1660111325.6115
MEM 299.250000 1660111325.7117
MEM 299.257812 1660111325.8121
MEM 299.273438 1660111325.9123
MEM 299.441406 1660111326.0127
MEM 297.792969 1660111326.1129
MEM 297.804688 1660111326.2133
MEM 298.187500 1660111326.3137
MEM 300.175781 1660111326.4140
MEM 301.445312 1660111326.5143
MEM 297.753906 1660111326.6145
MEM 297.757812 1660111326.7149
MEM 297.996094 1660111326.8152
MEM 301.578125 1660111326.9155
MEM 299.566406 1660111327.0158
MEM 299.574219 1660111327.1161
MEM 299.683594 1660111327.2165
MEM 300.058594 1660111327.3169
MEM 301.488281 1660111327.4171
MEM 301.496094 1660111327.5174
MEM 301.500000 1660111327.6178
MEM 301.621094 1660111327.7181
MEM 300.195312 1660111327.8184
MEM 302.953125 1660111327.9187
MEM 302.960938 1660111328.0190
MEM 302.960938 1660111328.1199
MEM 302.968750 1660111328.2202
MEM 300.875000 1660111328.3206
MEM 300.863281 1660111328.4283
MEM 300.867188 1660111328.5287
MEM 301.066406 1660111328.6290
MEM 300.671875 1660111328.7293
MEM 301.054688 1660111328.8296
MEM 301.062500 1660111328.9300
MEM 298.003906 1660111329.0323
